イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,44,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,44,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,56,16,T:System.Web.Http.Results.NotFoundResult,,,,,return NotFound();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,56,16,M:System.Web.Http.ApiController.NotFound,,,,,return NotFound();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,25,8,T:System.Web.Http.IHttpActionResult,,,,,public IHttpActionResult GetOrders()
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,25,18,M:System.Web.Http.RouteAttribute.#ctor(System.String),,,,,"Route("""")"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,25,18,T:System.Web.Http.RouteAttribute,,,,,"Route("""")"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,25,9,M:System.Web.Http.HttpGetAttribute.#ctor,,,,,HttpGet
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,25,9,T:System.Web.Http.HttpGetAttribute,,,,,HttpGet
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,19,8,M:System.Web.Http.ApiController.#ctor,,,,,public OrdersApiController()          {              _db = new TacosDbContext();          }
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,19,8,M:System.Web.Http.ApiController.#ctor,,,,,public OrdersApiController()          {              _db = new TacosDbContext();          }
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Api\OrdersApiController.cs,15,39,T:System.Web.Http.ApiController,,,,,ApiController
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Startup.cs,12,12,T:Owin.OwinExtensions,,,,,app.MapSignalR();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Startup.cs,12,12,M:Owin.OwinExtensions.MapSignalR(Owin.IAppBuilder),,,,,app.MapSignalR();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,19,12,T:System.Web.Optimization.BundleTable,,,,,BundleConfig.RegisterBundles(BundleTable.Bundles);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,19,12,T:System.Web.Optimization.BundleCollection,,,,,BundleConfig.RegisterBundles(BundleTable.Bundles);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,19,12,P:System.Web.Optimization.BundleTable.Bundles,,,,,BundleConfig.RegisterBundles(BundleTable.Bundles);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,18,12,T:System.Web.Routing.RouteTable,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,18,12,T:System.Web.Routing.RouteCollection,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,18,12,P:System.Web.Routing.RouteTable.Routes,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,17,12,T:System.Web.Mvc.RazorViewEngine,,,,,ViewEngines.Engines.Add(new RazorViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,17,12,M:System.Web.Mvc.RazorViewEngine.#ctor,,,,,ViewEngines.Engines.Add(new RazorViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,17,12,T:System.Web.Mvc.ViewEngines,,,,,ViewEngines.Engines.Add(new RazorViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,17,12,T:System.Web.Mvc.ViewEngineCollection,,,,,ViewEngines.Engines.Add(new RazorViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,17,12,P:System.Web.Mvc.ViewEngines.Engines,,,,,ViewEngines.Engines.Add(new RazorViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,16,12,T:System.Web.Mvc.WebFormViewEngine,,,,,ViewEngines.Engines.Add(new WebFormViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,16,12,M:System.Web.Mvc.WebFormViewEngine.#ctor,,,,,ViewEngines.Engines.Add(new WebFormViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,16,12,T:System.Web.Mvc.ViewEngines,,,,,ViewEngines.Engines.Add(new WebFormViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,16,12,T:System.Web.Mvc.ViewEngineCollection,,,,,ViewEngines.Engines.Add(new WebFormViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,16,12,P:System.Web.Mvc.ViewEngines.Engines,,,,,ViewEngines.Engines.Add(new WebFormViewEngine());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,15,12,T:System.Web.Mvc.ViewEngines,,,,,ViewEngines.Engines.Clear();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,15,12,T:System.Web.Mvc.ViewEngineCollection,,,,,ViewEngines.Engines.Clear();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,15,12,P:System.Web.Mvc.ViewEngines.Engines,,,,,ViewEngines.Engines.Clear();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,14,12,T:System.Web.Mvc.GlobalFilters,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,14,12,T:System.Web.Mvc.GlobalFilterCollection,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,14,12,P:System.Web.Mvc.GlobalFilters.Filters,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,13,12,T:System.Web.Http.GlobalConfiguration,,,,,GlobalConfiguration.Configure(WebApiConfig.Register);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,13,12,M:System.Web.Http.GlobalConfiguration.Configure(System.Action{System.Web.Http.HttpConfiguration}),,,,,GlobalConfiguration.Configure(WebApiConfig.Register);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,12,12,T:System.Web.Mvc.AreaRegistration,,,,,AreaRegistration.RegisterAllAreas();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,12,12,M:System.Web.Mvc.AreaRegistration.RegisterAllAreas,,,,,AreaRegistration.RegisterAllAreas();
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Global.asax.cs,8,34,M:System.Web.HttpApplication.#ctor,,,,,HttpApplication
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Global.asax.cs,8,34,T:System.Web.HttpApplication,,,,,HttpApplication
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,8,8,T:System.Web.Http.HttpConfiguration,,,,,public static void Register(HttpConfiguration config)
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,T:System.Net.Http.Formatting.MediaTypeFormatterCollection,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,P:System.Web.Http.HttpConfiguration.Formatters,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,T:System.Net.Http.Formatting.XmlMediaTypeFormatter,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,P:System.Net.Http.Formatting.MediaTypeFormatterCollection.XmlFormatter,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,T:System.Net.Http.Formatting.MediaTypeFormatterCollection,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,29,12,P:System.Web.Http.HttpConfiguration.Formatters,,,,,config.Formatters.Remove(config.Formatters.XmlFormatter);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,F:System.Web.Http.RouteParameter.Optional,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.HttpRouteCollection,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,P:System.Web.Http.HttpConfiguration.Routes,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.HttpRouteCollectionExtensions,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,T:System.Web.Http.Routing.IHttpRoute,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,22,12,"M:System.Web.Http.HttpRouteCollectionExtensions.MapHttpRoute(System.Web.Http.HttpRouteCollection,System.String,System.String,System.Object)",,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,20,12,T:System.Web.Http.HttpConfigurationExtensions,,,,,config.MapHttpAttributeRoutes();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,20,12,M:System.Web.Http.HttpConfigurationExtensions.MapHttpAttributeRoutes(System.Web.Http.HttpConfiguration),,,,,config.MapHttpAttributeRoutes();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,17,12,T:System.Web.Http.CorsHttpConfigurationExtensions,,,,,config.EnableCors(corsPolicy);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,17,12,"M:System.Web.Http.CorsHttpConfigurationExtensions.EnableCors(System.Web.Http.HttpConfiguration,System.Web.Http.Cors.ICorsPolicyProvider)",,,,,config.EnableCors(corsPolicy);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,12,12,T:System.Web.Http.Cors.EnableCorsAttribute,,,,,"var corsPolicy = new EnableCorsAttribute(                  origins: adminOrigin,                  headers: ""Content-Type,X-Api-Key"",                  methods: ""GET,PUT""              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,12,12,"M:System.Web.Http.Cors.EnableCorsAttribute.#ctor(System.String,System.String,System.String)",,,,,"var corsPolicy = new EnableCorsAttribute(                  origins: adminOrigin,                  headers: ""Content-Type,X-Api-Key"",                  methods: ""GET,PUT""              );"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,11,12,T:System.Configuration.ConfigurationManager,,,,,"var adminOrigin = ConfigurationManager.AppSettings[""AdminAppOrigin""] ?? ""http://localhost:8080"";"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,App_Start\WebApiConfig.cs,11,12,P:System.Configuration.ConfigurationManager.AppSettings,,,,,"var adminOrigin = ConfigurationManager.AppSettings[""AdminAppOrigin""] ?? ""http://localhost:8080"";"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,7,8,T:System.Web.Routing.RouteCollection,,,,,public static void RegisterRoutes(RouteCollection routes)
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,T:System.Web.Mvc.UrlParameter,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,T:System.Web.Mvc.UrlParameter,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,F:System.Web.Mvc.UrlParameter.Optional,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,T:System.Web.Mvc.UrlParameter,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,T:System.Web.Mvc.RouteCollectionExtensions,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,T:System.Web.Routing.Route,,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,11,12,"M:System.Web.Mvc.RouteCollectionExtensions.MapRoute(System.Web.Routing.RouteCollection,System.String,System.String,System.Object)",,,,,"routes.MapRoute(                  name: ""Default"",                  url: ""{controller}/{action}/{id}"",                  defaults: new { controller = ""Home"", action = ""Index"", id = UrlParameter.Optional }              );"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,9,12,T:System.Web.Mvc.RouteCollectionExtensions,,,,,"routes.IgnoreRoute(""{resource}.axd/{*pathInfo}"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,9,12,"M:System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(System.Web.Routing.RouteCollection,System.String)",,,,,"routes.IgnoreRoute(""{resource}.axd/{*pathInfo}"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\FilterConfig.cs,6,8,T:System.Web.Mvc.GlobalFilterCollection,,,,,public static void RegisterGlobalFilters(GlobalFilterCollection filters)
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\FilterConfig.cs,8,12,T:System.Web.Mvc.HandleErrorAttribute,,,,,filters.Add(new HandleErrorAttribute());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\FilterConfig.cs,8,12,M:System.Web.Mvc.HandleErrorAttribute.#ctor,,,,,filters.Add(new HandleErrorAttribute());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\FilterConfig.cs,8,12,M:System.Web.Mvc.GlobalFilterCollection.Add(System.Object),,,,,filters.Add(new HandleErrorAttribute());
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,6,8,T:System.Web.Optimization.BundleCollection,,,,,public static void RegisterBundles(BundleCollection bundles)
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,29,12,T:System.Web.Optimization.StyleBundle,,,,,"bundles.Add(new StyleBundle(""~/Content/css"").Include(                  ""~/Content/bootstrap.css"",                  ""~/Content/site.css""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,29,12,M:System.Web.Optimization.StyleBundle.#ctor(System.String),,,,,"bundles.Add(new StyleBundle(""~/Content/css"").Include(                  ""~/Content/bootstrap.css"",                  ""~/Content/site.css""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,29,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new StyleBundle(""~/Content/css"").Include(                  ""~/Content/bootstrap.css"",                  ""~/Content/site.css""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,29,12,M:System.Web.Optimization.Bundle.Include(System.String[]),,,,,"bundles.Add(new StyleBundle(""~/Content/css"").Include(                  ""~/Content/bootstrap.css"",                  ""~/Content/site.css""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,29,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new StyleBundle(""~/Content/css"").Include(                  ""~/Content/bootstrap.css"",                  ""~/Content/site.css""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,25,12,T:System.Web.Optimization.ScriptBundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-status"").Include(                  ""~/Scripts/tacos-status.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,25,12,M:System.Web.Optimization.ScriptBundle.#ctor(System.String),,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-status"").Include(                  ""~/Scripts/tacos-status.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,25,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-status"").Include(                  ""~/Scripts/tacos-status.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,25,12,"M:System.Web.Optimization.Bundle.Include(System.String,System.Web.Optimization.IItemTransform[])",,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-status"").Include(                  ""~/Scripts/tacos-status.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,25,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-status"").Include(                  ""~/Scripts/tacos-status.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,21,12,T:System.Web.Optimization.ScriptBundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-cart"").Include(                  ""~/Scripts/tacos-cart.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,21,12,M:System.Web.Optimization.ScriptBundle.#ctor(System.String),,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-cart"").Include(                  ""~/Scripts/tacos-cart.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,21,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-cart"").Include(                  ""~/Scripts/tacos-cart.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,21,12,"M:System.Web.Optimization.Bundle.Include(System.String,System.Web.Optimization.IItemTransform[])",,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-cart"").Include(                  ""~/Scripts/tacos-cart.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,21,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new ScriptBundle(""~/bundles/tacos-cart"").Include(                  ""~/Scripts/tacos-cart.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,17,12,T:System.Web.Optimization.ScriptBundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/signalr"").Include(                  ""~/Scripts/jquery.signalR-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,17,12,M:System.Web.Optimization.ScriptBundle.#ctor(System.String),,,,,"bundles.Add(new ScriptBundle(""~/bundles/signalr"").Include(                  ""~/Scripts/jquery.signalR-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,17,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/signalr"").Include(                  ""~/Scripts/jquery.signalR-{version}.js""));"
