イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Antlr 3.5.0.2,,,,,"Antlr, 3.5.0.2  レコメンデーション：  Remove Antlr, and replace with new package Antlr4 4.6.6"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,EntityFramework 6.4.4,,,,,"EntityFramework, 6.4.4  レコメンデーション：  Remove EntityFramework, and replace with new package EntityFramework 6.5.2"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.Cors 5.3.0,,,,,"Microsoft.AspNet.Cors, 5.3.0  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.Mvc 5.3.0,,,,,"Microsoft.AspNet.Mvc, 5.3.0  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.Razor 3.2.9,,,,,"Microsoft.AspNet.Razor, 3.2.9  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.SignalR 2.4.3,,,,,"Microsoft.AspNet.SignalR, 2.4.3  レコメンデーション：  Microsoft.AspNet.SignalR, 2.3.0"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.SignalR.Core 2.4.3,,,,,"Microsoft.AspNet.SignalR.Core, 2.4.3  レコメンデーション：  Remove Microsoft.AspNet.SignalR.Core, and replace with new package Microsoft.AspNetCore.SignalR.Client 10.0.8"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.SignalR.SystemWeb 2.4.3,,,,,"Microsoft.AspNet.SignalR.SystemWeb, 2.4.3  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.WebApi 5.3.0,,,,,"Microsoft.AspNet.WebApi, 5.3.0  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.WebApi.Core 5.3.0,,,,,"Microsoft.AspNet.WebApi.Core, 5.3.0  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.WebApi.Cors 5.3.0,,,,,"Microsoft.AspNet.WebApi.Cors, 5.3.0  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.WebApi.WebHost 5.3.0,,,,,"Microsoft.AspNet.WebApi.WebHost, 5.3.0  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.WebPages 3.2.9,,,,,"Microsoft.AspNet.WebPages, 3.2.9  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.Owin 4.2.2,,,,,"Microsoft.Owin, 4.2.2  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.Owin.Host.SystemWeb 4.2.2,,,,,"Microsoft.Owin.Host.SystemWeb, 4.2.2  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.Owin.Security 4.2.2,,,,,"Microsoft.Owin.Security, 4.2.2  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0003,NuGet パッケージの機能は、フレームワークの参照に含まれています,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.Web.Infrastructure 2.0.0,,,,,"Microsoft.Web.Infrastructure, 2.0.0  レコメンデーション：  新しいフレームワーク参照に含まれるパッケージ機能"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  レコメンデーション：  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0001,NuGet パッケージに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Owin 1.0.0,,,,,"Owin, 1.0.0  レコメンデーション：  サポートされているバージョンが見つかりません"
NuGet.0005,NuGet パッケージは非推奨です,Active,Optional,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,EntityFramework 6.4.4,,,,,"EntityFramework, 6.4.4  レコメンデーション：  置き換える必要があります。 Remove EntityFramework, and replace with new package EntityFramework, 6.5.2"
NuGet.0005,NuGet パッケージは非推奨です,Active,Optional,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  レコメンデーション：  置き換える必要があります。 Remove Microsoft.AspNet.Web.Optimization, and replace with new package LigerShark.WebOptimizer.Core, 3.0.477"
Project.0001,プロジェクト ファイルを SDK スタイルに変換する必要がある,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,,,,,,
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,TacosApp.Web.csproj,File,TacosApp.Web.csproj,,,,,,,,"現在のターゲット フレームワーク: .NETFramework,Version=v4.8 推奨されるターゲット フレームワーク: net10.0"
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,TacosApp.Web.csproj,File,Views\Home\Index.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,TacosApp.Web.csproj,File,Views\Order\Cart.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,TacosApp.Web.csproj,File,Views\Shared\_Layout.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,TacosApp.Web.csproj,File,Views\Status\Index.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,,,,,,,,
Feature.0004,Classic EntityFramework initialization needs to be adjusted in .NET Core,Active,Mandatory,1,TacosApp.Web.csproj,File,Data\TacosDbContext.cs,,,,,,,,
Feature.1000,Convert application initialization code from Global.asax.cs to .NET Core and clean up Global.asax.cs,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,,,,,,,,
Feature.0003,GlobalFilterCollection is not supported in .NET Core and needs to be converted to the corresponding middleware registrations on the application object,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,,,,,,,,
Feature.0003,GlobalFilterCollection is not supported in .NET Core and needs to be converted to the corresponding middleware registrations on the application object,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\FilterConfig.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,TacosApp.Web.csproj,File,Global.asax.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\RouteConfig.cs,,,,,,,,
Feature.0007,Convert from Owin to native ASP.NET Core middleware,Active,Mandatory,1,TacosApp.Web.csproj,File,Startup.cs,,,,,,,,
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,110,12,T:System.Web.HttpSessionStateBase,,,,,_session[SessionKey] = JsonConvert.SerializeObject(cart);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,110,12,P:System.Web.HttpSessionStateBase.Item(System.String),,,,,_session[SessionKey] = JsonConvert.SerializeObject(cart);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,88,12,T:System.Web.HttpSessionStateBase,,,,,_session.Remove(SessionKey);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,88,12,M:System.Web.HttpSessionStateBase.Remove(System.String),,,,,_session.Remove(SessionKey);
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,19,12,T:System.Web.HttpSessionStateBase,,,,,string json = _session[SessionKey] as string;
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,19,12,P:System.Web.HttpSessionStateBase.Item(System.String),,,,,string json = _session[SessionKey] as string;
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,12,8,T:System.Web.HttpSessionStateBase,,,,,public CartService(HttpSessionStateBase session)          {              _session = session;          }
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,14,12,T:System.Web.HttpSessionStateBase,,,,,_session = session;
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,10,46,T:System.Web.HttpSessionStateBase,,,,,_session
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,12,8,T:System.Web.HttpSessionStateBase,,,,,public CartService(HttpSessionStateBase session)          {              _session = session;          }
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Services\CartService.cs,14,12,T:System.Web.HttpSessionStateBase,,,,,_session = session;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,T:Microsoft.AspNet.SignalR.Hubs.HubCallerContext,,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,P:Microsoft.AspNet.SignalR.Hubs.HubBase.Context,,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,P:Microsoft.AspNet.SignalR.Hubs.HubCallerContext.ConnectionId,,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,T:Microsoft.AspNet.SignalR.IGroupManager,,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,P:Microsoft.AspNet.SignalR.Hubs.HubBase.Groups,,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,30,12,"M:Microsoft.AspNet.SignalR.IGroupManager.Remove(System.String,System.String)",,,,,"Groups.Remove(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,T:Microsoft.AspNet.SignalR.Hubs.HubCallerContext,,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,P:Microsoft.AspNet.SignalR.Hubs.HubBase.Context,,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,P:Microsoft.AspNet.SignalR.Hubs.HubCallerContext.ConnectionId,,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,T:Microsoft.AspNet.SignalR.IGroupManager,,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,P:Microsoft.AspNet.SignalR.Hubs.HubBase.Groups,,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,20,12,"M:Microsoft.AspNet.SignalR.IGroupManager.Add(System.String,System.String)",,,,,"Groups.Add(Context.ConnectionId, orderNumber).Wait();"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,9,34,M:Microsoft.AspNet.SignalR.Hub.#ctor,,,,,Hub
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Hubs\OrderStatusHub.cs,9,34,T:Microsoft.AspNet.SignalR.Hub,,,,,Hub
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,15,8,T:System.Web.Http.Controllers.HttpActionContext,,,,,public override void OnAuthorization(HttpActionContext actionContext)
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,43,16,P:System.Web.Http.Controllers.HttpActionContext.Request,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""無効な API キーです。"");"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,43,16,T:System.Net.Http.HttpRequestMessageExtensions,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""無効な API キーです。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,43,16,"M:System.Net.Http.HttpRequestMessageExtensions.CreateErrorResponse(System.Net.Http.HttpRequestMessage,System.Net.HttpStatusCode,System.String)",,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""無効な API キーです。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,43,16,P:System.Web.Http.Controllers.HttpActionContext.Response,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""無効な API キーです。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,32,16,P:System.Web.Http.Controllers.HttpActionContext.Request,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""X-Api-Key ヘッダーが必要です。"");"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,32,16,T:System.Net.Http.HttpRequestMessageExtensions,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""X-Api-Key ヘッダーが必要です。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,32,16,"M:System.Net.Http.HttpRequestMessageExtensions.CreateErrorResponse(System.Net.Http.HttpRequestMessage,System.Net.HttpStatusCode,System.String)",,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""X-Api-Key ヘッダーが必要です。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,32,16,P:System.Web.Http.Controllers.HttpActionContext.Response,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""X-Api-Key ヘッダーが必要です。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,30,12,P:System.Web.Http.Controllers.HttpActionContext.Request,,,,,"if (!actionContext.Request.Headers.TryGetValues(""X-Api-Key"", out values))              {                  actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.Unauthorized,                      ""X-Api-Key ヘッダーが必要です。"");                  return;              }"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,23,16,P:System.Web.Http.Controllers.HttpActionContext.Request,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.InternalServerError,                      ""API キーが設定されていません。Web.config を確認してください。"");"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,23,16,T:System.Net.Http.HttpRequestMessageExtensions,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.InternalServerError,                      ""API キーが設定されていません。Web.config を確認してください。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,23,16,"M:System.Net.Http.HttpRequestMessageExtensions.CreateErrorResponse(System.Net.Http.HttpRequestMessage,System.Net.HttpStatusCode,System.String)",,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.InternalServerError,                      ""API キーが設定されていません。Web.config を確認してください。"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,23,16,P:System.Web.Http.Controllers.HttpActionContext.Response,,,,,"actionContext.Response = actionContext.Request.CreateErrorResponse(                      HttpStatusCode.InternalServerError,                      ""API キーが設定されていません。Web.config を確認してください。"");"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,17,12,T:System.Configuration.ConfigurationManager,,,,,"string configuredKey = ConfigurationManager.AppSettings[""ApiKey""];"
Api.0002,選択した .NET バージョンではソースに互換性がありません,Active,Potential,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,17,12,P:System.Configuration.ConfigurationManager.AppSettings,,,,,"string configuredKey = ConfigurationManager.AppSettings[""ApiKey""];"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,13,36,M:System.Web.Http.Filters.AuthorizationFilterAttribute.#ctor,,,,,AuthorizationFilterAttribute
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Filters\ApiKeyAuthFilter.cs,13,36,T:System.Web.Http.Filters.AuthorizationFilterAttribute,,,,,AuthorizationFilterAttribute
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,46,12,M:System.Web.Mvc.Controller.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,17,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Index(string orderNumber)
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,37,12,T:System.Web.Mvc.ViewResult,,,,,return View();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,37,12,M:System.Web.Mvc.Controller.View,,,,,return View();
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,36,12,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,ViewBag.CurrentStatus = (int)order.Status;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,35,12,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,ViewBag.CustomerName = order.CustomerName;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,34,12,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,ViewBag.OrderNumber = order.OrderNumber;
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,31,16,T:System.Web.Mvc.ViewResult,,,,,"return View(""NotFound"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,31,16,M:System.Web.Mvc.Controller.View(System.String),,,,,"return View(""NotFound"");"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,30,16,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,"ViewBag.Error = ""ご注文が見つかりませんでした。注文番号をご確認ください。"";"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,Controllers\StatusController.cs,21,16,T:System.Web.Mvc.RedirectToRouteResult,,,,,"return RedirectToAction(""Index"", ""Home"");"
